"","V1","Country","City","AccentCity","Region","Population","Latitude","Longitude"
"365",18242,"us","lake forest","Lake Forest","CA",76733,33.6469444,-117.6883333
"366",18265,"us","lakeside","Lakeside","CA",19293,32.8572222,-116.9213889
"367",18274,"us","lakewood","Lakewood","CA",82115,33.8536111,-118.1330556
"368",18282,"us","lamont","Lamont","CA",14438,35.2597222,-118.9133333
"369",18286,"us","lancaster","Lancaster","CA",129548,34.6980556,-118.1358333
"370",18297,"us","larkspur","Larkspur","CA",11667,37.9341667,-122.5341667
"371",18309,"us","lathrop","Lathrop","CA",13250,37.8227778,-121.2755556
"372",18315,"us","lawndale","Lawndale","CA",32841,33.8872222,-118.3516667
"373",18336,"us","lemon grove","Lemon Grove","CA",24802,32.7425,-117.0305556
"374",18340,"us","lemoore","Lemoore","CA",22763,36.3008333,-119.7819444
"375",18341,"us","lennox","Lennox","CA",23387,33.9380556,-118.3516667
"376",18364,"us","lincoln","Lincoln","CA",33242,38.8916667,-121.2919444
"377",18369,"us","linda","Linda","CA",13892,39.1277778,-121.5497222
"378",18375,"us","lindsay","Lindsay","CA",10806,36.2030556,-119.0872222
"379",18396,"us","livermore","Livermore","CA",80347,37.6819444,-121.7669444
"380",18397,"us","livingston","Livingston","CA",12080,37.3869444,-120.7225
"381",18408,"us","lodi","Lodi","CA",62778,38.1302778,-121.2713889
"382",18419,"us","loma linda","Loma Linda","CA",20802,34.0483333,-117.2602778
"383",18425,"us","lomita","Lomita","CA",20751,33.7922222,-118.3141667
"384",18429,"us","lompoc","Lompoc","CA",40957,34.6391667,-120.4569444
"385",18436,"us","long beach","Long Beach","CA",482618,33.7669444,-118.1883333
"386",18451,"us","los alamitos","Los Alamitos","CA",11718,33.8030556,-118.0716667
"387",18454,"us","los altos","Los Altos","CA",26871,37.3852778,-122.1130556
"388",18455,"us","los altos hills","Los Altos Hills","CA",8207,37.3797222,-122.1363889
"389",18456,"us","los angeles","Los Angeles","CA",3877129,34.0522222,-118.2427778
"390",18457,"us","los banos","Los Banos","CA",33317,37.0583333,-120.8488889
"391",18459,"us","los gatos","Los Gatos","CA",27551,37.2266667,-121.9736111
"392",18502,"us","lynwood","Lynwood","CA",72397,33.9302778,-118.2105556
"393",18514,"us","madera","Madera","CA",51451,36.9613889,-120.0597222
"394",18521,"us","magalia","Magalia","CA",11577,39.8122222,-121.5772222
"395",18532,"us","malibu","Malibu","CA",13769,34.005,-118.8091667
"396",18544,"us","manhattan beach","Manhattan Beach","CA",37174,33.8847222,-118.41
"397",18551,"us","manteca","Manteca","CA",65820,37.7975,-121.215
"398",18577,"us","marina","Marina","CA",16957,36.6844444,-121.8011111
"399",18596,"us","martinez","Martinez","CA",36702,38.0194444,-122.1330556
"400",18602,"us","marysville","Marysville","CA",12530,39.1458333,-121.5902778
"401",18621,"us","maywood","Maywood","CA",28965,33.9866667,-118.1844444
"402",18677,"us","mendota","Mendota","CA",8872,36.7536111,-120.3805556
"403",18682,"us","menlo park","Menlo Park","CA",29071,37.4538889,-122.1811111
"404",18685,"us","merced","Merced","CA",72619,37.3022222,-120.4819444
"405",18729,"us","mill valley","Mill Valley","CA",13219,37.9061111,-122.5438889
"406",18730,"us","millbrae","Millbrae","CA",19557,37.5986111,-122.3861111
"407",18747,"us","milpitas","Milpitas","CA",62636,37.4283333,-121.9055556
"408",18761,"us","mira loma","Mira Loma","CA",18827,33.9925,-117.5155556
"409",18782,"us","mission viejo","Mission Viejo","CA",96287,33.6,-117.6711111
"410",18792,"us","modesto","Modesto","CA",216008,37.6391667,-120.9958333
"411",18815,"us","monrovia","Monrovia","CA",38439,34.1480556,-117.9980556
"412",18824,"us","montclair","Montclair","CA",35729,34.0775,-117.6888889
"413",18832,"us","montebello","Montebello","CA",64327,34.0094444,-118.1044444
"414",18834,"us","monterey","Monterey","CA",30307,36.6002778,-121.8936111
"415",18835,"us","monterey park","Monterey Park","CA",63193,34.0625,-118.1219444
"416",18853,"us","moorpark","Moorpark","CA",37010,34.2855556,-118.8811111
"417",18856,"us","moraga","Moraga","CA",16826,37.835,-122.1286111
"418",18863,"us","moreno valley","Moreno Valley","CA",168629,33.9375,-117.2297222
"419",18865,"us","morgan hill","Morgan Hill","CA",34719,37.1305556,-121.6533333
"420",18874,"us","morro bay","Morro Bay","CA",10242,35.3658333,-120.8488889
"421",18915,"us","mountain view","Mountain View","CA",68268,37.3861111,-122.0827778
"422",18934,"us","murrieta","Murrieta","CA",88714,33.5538889,-117.2130556
"423",18949,"us","napa","Napa","CA",77015,38.2972222,-122.2844444
"424",18960,"us","national city","National City","CA",62490,32.6780556,-117.0983333
"425",18996,"us","newark","Newark","CA",42922,37.5297222,-122.0391667
"426",19007,"us","newport beach","Newport Beach","CA",78702,33.6188889,-117.9280556
"427",19033,"us","norco","Norco","CA",27346,33.9311111,-117.5477778
"428",19038,"us","north auburn","North Auburn","CA",12841,38.9313889,-121.0808333
"429",19054,"us","north highlands","North Highlands","CA",45878,38.6858333,-121.3711111
"430",19087,"us","norwalk","Norwalk","CA",109111,33.9022222,-118.0808333
"431",19091,"us","novato","Novato","CA",48817,38.1075,-122.5686111
"432",19119,"us","oakdale","Oakdale","CA",18668,37.7666667,-120.8461111
"433",19121,"us","oakland","Oakland","CA",394579,37.8044444,-122.2697222
"434",19122,"us","oakley","Oakley","CA",26774,37.9975,-121.7113889
"435",19142,"us","oceanside","Oceanside","CA",170340,33.1958333,-117.3786111
"436",19153,"us","oildale","Oildale","CA",28962,35.4197222,-119.0186111
"437",19190,"us","olivehurst","Olivehurst","CA",11919,39.0955556,-121.5511111
"438",19201,"us","ontario","Ontario","CA",172808,34.0633333,-117.65
"439",19207,"us","orange","Orange","CA",133874,33.7877778,-117.8522222
"440",19209,"us","orange cove","Orange Cove","CA",9768,36.6244444,-119.3127778
"441",19211,"us","orangevale","Orangevale","CA",27318,38.6786111,-121.2247222
"442",19222,"us","orinda","Orinda","CA",18251,37.8772222,-122.1786111
"443",19234,"us","oroville","Oroville","CA",13197,39.5138889,-121.5552778
"444",19255,"us","oxnard","Oxnard","CA",187235,34.1975,-119.1761111
"445",19265,"us","pacific grove","Pacific Grove","CA",15196,36.6177778,-121.9155556
"446",19271,"us","pacifica","Pacifica","CA",36472,37.6138889,-122.4858333
"447",19283,"us","palm desert","Palm Desert","CA",48531,33.7222222,-116.3736111
"448",19286,"us","palm springs","Palm Springs","CA",46680,33.8302778,-116.5444444
"449",19288,"us","palmdale","Palmdale","CA",135294,34.5794444,-118.1155556
"450",19292,"us","palo alto","Palo Alto","CA",56508,37.4419444,-122.1419444
"451",19299,"us","palos verdes estates","Palos Verdes Estates","CA",14036,33.8005556,-118.3891667
"452",19308,"us","paradise","Paradise","CA",26949,39.7597222,-121.6208333
"453",19314,"us","paramount","Paramount","CA",57275,33.8894444,-118.1588889
"454",19331,"us","parlier","Parlier","CA",12811,36.6116667,-119.5261111
"455",19333,"us","pasadena","Pasadena","CA",144618,34.1477778,-118.1436111
"456",19340,"us","patterson","Patterson","CA",15957,37.4716667,-121.1286111
"457",19367,"us","pedley","Pedley","CA",12697,33.9752778,-117.475
"458",19392,"us","perris","Perris","CA",46318,33.7825,-117.2277778
"459",19396,"us","petaluma","Petaluma","CA",55352,38.2325,-122.6355556
"460",19413,"us","pico rivera","Pico Rivera","CA",66332,33.9830556,-118.0958333
"461",19414,"us","piedmont","Piedmont","CA",10619,37.8244444,-122.2305556
"462",19450,"us","pinole","Pinole","CA",19540,38.0044444,-122.2977778
"463",19462,"us","pismo beach","Pismo Beach","CA",8477,35.1427778,-120.6402778
"464",19464,"us","pittsburg","Pittsburg","CA",62838,38.0280556,-121.8836111
"465",19469,"us","placentia","Placentia","CA",49160,33.8722222,-117.8694444
"466",19470,"us","placerville","Placerville","CA",10274,38.7297222,-120.7975
"467",19483,"us","pleasant hill","Pleasant Hill","CA",34477,37.9480556,-122.0597222
"468",19487,"us","pleasanton","Pleasanton","CA",66532,37.6625,-121.8736111
"469",19512,"us","pomona","Pomona","CA",156183,34.0552778,-117.7513889
"470",19527,"us","port hueneme","Port Hueneme","CA",21417,34.1477778,-119.1941667
"471",19535,"us","porterville","Porterville","CA",44674,36.0652778,-119.0158333
"472",19550,"us","poway","Poway","CA",49635,32.9627778,-117.035
"473",19586,"us","quartz hill","Quartz Hill","CA",10167,34.6452778,-118.2172222
"474",19613,"us","ramona","Ramona","CA",17373,33.0416667,-116.8672222
"475",19627,"us","rancho cordova","Rancho Cordova","CA",59185,38.5891667,-121.3016667
"476",19628,"us","rancho cucamonga","Rancho Cucamonga","CA",168557,34.1063889,-117.5922222
"477",19633,"us","rancho mirage","Rancho Mirage","CA",16742,33.7397222,-116.4119444
"478",19635,"us","rancho palos verdes","Rancho Palos Verdes","CA",42693,33.7444444,-118.3861111
"479",19639,"us","rancho san diego","Rancho San Diego","CA",28267,32.7472222,-116.9344444
"480",19643,"us","rancho santa margarita","Rancho Santa Margarita","CA",51344,33.6408333,-117.6022222
"481",19673,"us","red bluff","Red Bluff","CA",14036,40.1786111,-122.2347222
"482",19679,"us","redding","Redding","CA",91685,40.5866667,-122.3905556
"483",19680,"us","redlands","Redlands","CA",70287,34.0555556,-117.1816667
"484",19682,"us","redondo beach","Redondo Beach","CA",67791,33.8491667,-118.3875
"485",19685,"us","redwood city","Redwood City","CA",71969,37.4852778,-122.2352778
"486",19697,"us","reedley","Reedley","CA",22156,36.5963889,-119.4494444
"487",19716,"us","rialto","Rialto","CA",101523,34.1063889,-117.3694444
"488",19732,"us","richmond","Richmond","CA",103041,37.9358333,-122.3466667
"489",19738,"us","ridgecrest","Ridgecrest","CA",26110,35.6225,-117.67
"490",19757,"us","rio linda","Rio Linda","CA",11128,38.6911111,-121.4475
"491",19763,"us","ripon","Ripon","CA",13591,37.7416667,-121.1233333
"492",19768,"us","riverbank","Riverbank","CA",18775,37.7361111,-120.9344444
"493",19773,"us","riverside","Riverside","CA",297554,33.9533333,-117.3952778
"494",19808,"us","rocklin","Rocklin","CA",55007,38.7908333,-121.2347222
"495",19818,"us","rohnert park","Rohnert Park","CA",41314,38.3397222,-122.7
"496",19831,"us","roseland","Roseland","CA",5986,38.4222222,-122.7269444
"497",19833,"us","rosemead","Rosemead","CA",56066,34.0805556,-118.0719444
"498",19834,"us","rosemont","Rosemont","CA",23273,38.5519444,-121.3636111
"499",19835,"us","roseville","Roseville","CA",112647,38.7522222,-121.2869444
"500",19840,"us","rossmoor","Rossmoor","CA",10651,33.7855556,-118.0841667
"501",19848,"us","rowland heights","Rowland Heights","CA",52377,33.9761111,-117.9044444
"502",19850,"us","rubidoux","Rubidoux","CA",32235,33.9961111,-117.4047222
"503",19870,"us","sacramento","Sacramento","CA",467898,38.5816667,-121.4933333
"504",19884,"us","salinas","Salinas","CA",148691,36.6777778,-121.6544444
"505",19897,"us","san anselmo","San Anselmo","CA",11936,37.9747222,-122.5605556
"506",19903,"us","san bernardino","San Bernardino","CA",202381,34.1083333,-117.2888889
"507",19904,"us","san bruno","San Bruno","CA",39662,37.6305556,-122.41
"508",19905,"us","san carlos","San Carlos","CA",26630,37.5072222,-122.2594444
"509",19906,"us","san clemente","San Clemente","CA",62272,33.4269444,-117.6111111
"510",19907,"us","san diego","San Diego","CA",1287050,32.7152778,-117.1563889
"511",19909,"us","san dimas","San Dimas","CA",36422,34.1066667,-117.8058333
"512",19912,"us","san fernando","San Fernando","CA",24524,34.2819444,-118.4380556
"513",19913,"us","san francisco","San Francisco","CA",732072,37.775,-122.4183333
"514",19914,"us","san gabriel","San Gabriel","CA",41535,34.0961111,-118.105
"515",19918,"us","san jacinto","San Jacinto","CA",29376,33.7838889,-116.9577778
"516",19923,"us","san jose","San Jose","CA",897460,37.3394444,-121.8938889
"517",19926,"us","san juan capistrano","San Juan Capistrano","CA",35301,33.5016667,-117.6616667
"518",19929,"us","san leandro","San Leandro","CA",79904,37.725,-122.155
"519",19930,"us","san lorenzo","San Lorenzo","CA",23201,37.6811111,-122.1233333
"520",19933,"us","san luis obispo","San Luis Obispo","CA",44132,35.2827778,-120.6586111
"521",19936,"us","san marcos","San Marcos","CA",69697,33.1433333,-117.1652778
"522",19937,"us","san marino","San Marino","CA",13314,34.1213889,-118.1055556
"523",19939,"us","san mateo","San Mateo","CA",89982,37.5630556,-122.3244444
"524",19943,"us","san pablo","San Pablo","CA",31351,37.9622222,-122.3444444
"525",19948,"us","san rafael","San Rafael","CA",55270,37.9736111,-122.53
"526",19949,"us","san ramon","San Ramon","CA",45993,37.78,-121.9769444
"527",19968,"us","sanger","Sanger","CA",20772,36.7080556,-119.555
"528",19971,"us","santa ana","Santa Ana","CA",343054,33.7455556,-117.8669444
"529",19974,"us","santa barbara","Santa Barbara","CA",86681,34.4208333,-119.6972222
"530",19975,"us","santa clara","Santa Clara","CA",102250,37.3541667,-121.9541667
"531",19976,"us","santa clarita","Santa Clarita","CA",168927,34.3916667,-118.5416667
"532",19977,"us","santa cruz","Santa Cruz","CA",54617,36.9741667,-122.0297222
"533",19978,"us","santa fe springs","Santa Fe Springs","CA",16330,33.9472222,-118.0844444
"534",19981,"us","santa maria","Santa Maria","CA",85480,34.9530556,-120.4347222
"535",19982,"us","santa monica","Santa Monica","CA",88338,34.0194444,-118.4902778
"536",19985,"us","santa paula","Santa Paula","CA",29015,34.3541667,-119.0583333
"537",19989,"us","santa rosa","Santa Rosa","CA",155118,38.4405556,-122.7133333
"538",19998,"us","santee","Santee","CA",52600,32.8383333,-116.9730556
"539",20001,"us","saratoga","Saratoga","CA",28956,37.2638889,-122.0219444
"540",20036,"us","scotts valley","Scotts Valley","CA",11120,37.0511111,-122.0136111
"541",20046,"us","seal beach","Seal Beach","CA",24404,33.7413889,-118.1038889
"542",20051,"us","seaside","Seaside","CA",35762,36.6111111,-121.8505556
"543",20062,"us","selma","Selma","CA",22426,36.5708333,-119.6111111
"544",20092,"us","shafter","Shafter","CA",14396,35.5005556,-119.2708333
"545",20101,"us","shasta lake","Shasta Lake","CA",10611,40.6805556,-122.3697222
"546",20146,"us","sierra madre","Sierra Madre","CA",11090,34.1616667,-118.0519444
"547",20155,"us","signal hill","Signal Hill","CA",10576,33.8044444,-118.1669444
"548",20164,"us","simi valley","Simi Valley","CA",119417,34.2694444,-118.7805556
"549",20211,"us","solana beach","Solana Beach","CA",12909,32.9911111,-117.2702778
"550",20212,"us","soledad","Soledad","CA",28140,36.4247222,-121.3252778
"551",20221,"us","sonoma","Sonoma","CA",9773,38.2919444,-122.4569444
"552",20228,"us","soquel","Soquel","CA",5096,36.9880556,-121.9555556
"553",20244,"us","south el monte","South El Monte","CA",22049,34.0519444,-118.0458333
"554",20247,"us","south gate","South Gate","CA",99922,33.9547222,-118.2111111
"555",20250,"us","south lake tahoe","South Lake Tahoe","CA",23925,38.9333333,-119.9833333
"556",20257,"us","south pasadena","South Pasadena","CA",24994,34.1161111,-118.1494444
"557",20259,"us","south san francisco","South San Francisco","CA",58555,37.6547222,-122.4066667
"558",20261,"us","south san jose hills","South San Jose Hills","CA",21779,34.0127778,-117.9038889
"559",20269,"us","south whittier","South Whittier","CA",58952,33.9608333,-118.0408333
"560",20271,"us","south yuba city","South Yuba City","CA",15217,39.1166667,-121.6380556
"561",20299,"us","spring valley","Spring Valley","CA",26180,32.7447222,-116.9980556
"562",20320,"us","stanford","Stanford","CA",12574,37.4241667,-122.165
"563",20323,"us","stanton","Stanton","CA",37914,33.8025,-117.9922222
"564",20342,"us","stockton","Stockton","CA",289580,37.9577778,-121.2897222
"565",20382,"us","suisun city","Suisun City","CA",27219,38.2383333,-122.0391667
"566",20396,"us","sun city","Sun City","CA",19579,33.7091667,-117.1963889
"567",20413,"us","sunnyvale","Sunnyvale","CA",126499,37.3688889,-122.0352778
"568",20434,"us","susanville","Susanville","CA",17641,40.4163889,-120.6519444
"569",20464,"us","taft","Taft","CA",9295,35.1425,-119.4555556
"570",20510,"us","tehachapi","Tehachapi","CA",12009,35.1322222,-118.4480556
"571",20513,"us","temecula","Temecula","CA",85145,33.4936111,-117.1475
"572",20517,"us","temple city","Temple City","CA",37973,34.1072222,-118.0569444
"573",20555,"us","thousand oaks","Thousand Oaks","CA",127942,34.1705556,-118.8366667
"574",20566,"us","tiburon","Tiburon","CA",8632,37.8736111,-122.4555556
"575",20604,"us","torrance","Torrance","CA",144963,33.8358333,-118.3397222
"576",20614,"us","tracy","Tracy","CA",83216,37.7397222,-121.4241667
"577",20637,"us","truckee","Truckee","CA",15771,39.3280556,-120.1822222
"578",20645,"us","tulare","Tulare","CA",50103,36.2077778,-119.3463889
"579",20652,"us","turlock","Turlock","CA",67940,37.4947222,-120.8455556
"580",20654,"us","tustin","Tustin","CA",68728,33.7458333,-117.8252778
"581",20655,"us","tustin foothills","Tustin Foothills","CA",24257,33.7644444,-117.7930556
"582",20661,"us","twentynine palms","Twentynine Palms","CA",22642,34.1355556,-116.0533333
"583",20680,"us","ukiah","Ukiah","CA",15825,39.1502778,-123.2066667
"584",20687,"us","union city","Union City","CA",69530,37.5958333,-122.0180556
"585",20695,"us","upland","Upland","CA",74230,34.0975,-117.6475
"586",20704,"us","vacaville","Vacaville","CA",96469,38.3566667,-121.9866667
"587",20711,"us","valinda","Valinda","CA",23721,34.0452778,-117.9427778
"588",20717,"us","vallejo","Vallejo","CA",120446,38.1041667,-122.2555556
"589",20770,"us","victorville","Victorville","CA",83496,34.5361111,-117.2902778
"590",20793,"us","visalia","Visalia","CA",107431,36.3302778,-119.2911111
"591",20794,"us","vista","Vista","CA",92707,33.2,-117.2416667
"592",20823,"us","walnut","Walnut","CA",31720,34.0202778,-117.8644444
"593",20824,"us","walnut creek","Walnut Creek","CA",65179,37.9063889,-122.0638889
"594",20828,"us","walnut park","Walnut Park","CA",17168,33.9680556,-118.2241667
"595",20844,"us","wasco","Wasco","CA",22813,35.5941667,-119.34
"596",20854,"us","watsonville","Watsonville","CA",45724,36.9102778,-121.7558333
"597",20882,"us","west athens","West Athens","CA",9355,33.9233333,-118.3025
"598",20885,"us","west carson","West Carson","CA",21947,33.8216667,-118.2916667
